pr_url,complexity,developer,date,team,merged_at,created_at,lines_added,lines_deleted,explanation
https://github.com/RiveryIO/rivery_back/pull/11448,2,RonKlar90,2025-05-14,Integration,2025-05-14T08:54:36Z,2025-05-14T08:21:10Z,3,1,Single file change adding a constant and simple conditional logic to set EXTERNAL_APP flag based on authentication type; straightforward control flow adjustment with minimal scope.
https://github.com/RiveryIO/rivery_back/pull/11449,3,aaronabv,2025-05-14,CDC,2025-05-14T12:40:24Z,2025-05-14T10:52:02Z,37,0,"Localized bugfix adding a single static method with regex-based message parsing and reformatting logic; straightforward pattern matching and string manipulation to improve error readability, contained within one file with no tests or architectural changes."
https://github.com/RiveryIO/rivery_back/pull/11451,4,OmerBor,2025-05-15,Core,2025-05-15T06:34:48Z,2025-05-14T14:37:13Z,40,4,"Localized logic change in Salesforce query builder to handle WHERE clause merging with incremental filters, plus comprehensive parameterized tests covering edge cases; straightforward conditional logic with regex substitution but requires careful handling of SQL string manipulation."
https://github.com/RiveryIO/rivery_back/pull/11450,3,OmerBor,2025-05-15,Core,2025-05-15T06:47:34Z,2025-05-14T12:29:17Z,16,3,"Localized exception handling improvement in two Python files: adds a catch-and-reraise for SalesforceV3ExternalException, simplifies error message construction, and adds a focused test case; straightforward logic with minimal scope."
https://github.com/RiveryIO/rivery_back/pull/11458,4,RonKlar90,2025-05-18,Integration,2025-05-18T12:24:08Z,2025-05-18T12:23:44Z,41,54,"Reverts a feature by undoing changes across 3 Python files: renames constants/methods, switches HTTP method from POST to GET, adjusts date field references and formatting logic, and updates corresponding tests; straightforward reversal of localized API integration changes with moderate test coverage."
https://github.com/RiveryIO/rivery_back/pull/11452,4,aaronabv,2025-05-19,CDC,2025-05-19T07:45:46Z,2025-05-14T14:58:36Z,114,36,"Adds a new Status enum with failure-checking logic, refactors CDC status waiting with clearer logic and error handling, introduces a regex-based bulk copy message cleaner, and includes focused unit tests; changes span multiple modules but follow straightforward patterns with moderate logic depth."
https://github.com/RiveryIO/rivery_back/pull/11455,4,OmerBor,2025-05-19,Core,2025-05-19T08:06:57Z,2025-05-18T10:22:55Z,64,12,"Localized pagination fix in Salesforce bulk API handler: adds while-loop to handle multi-page results via locator header, modifies return type from single file to list, and includes focused parametrized tests covering pagination scenarios; straightforward control flow change with clear test coverage."
https://github.com/RiveryIO/rivery_back/pull/11460,6,RonKlar90,2025-05-19,Integration,2025-05-19T11:30:30Z,2025-05-19T08:47:11Z,120,19,"Implements pagination support for Salesforce Bulk API v2 with locator-based result chunking, enhances WHERE clause merging logic for custom queries, improves SOAP API error handling and COUNT query detection, plus comprehensive test coverage across multiple scenarios; moderate complexity from multi-page result handling and query manipulation logic."
https://github.com/RiveryIO/rivery_back/pull/11440,5,Lizkhrapov,2025-05-19,Integration,2025-05-19T13:42:38Z,2025-05-12T14:01:35Z,111,6,"Moderate complexity: adds new field-fetching and mapping logic across multiple modules (API, feeder, multi_runner, utils, worker) with recursive tree-building for nested columns, plus test updates; involves non-trivial orchestration and data transformation but follows existing patterns."
https://github.com/RiveryIO/rivery_back/pull/11462,6,OmerBor,2025-05-19,Core,2025-05-19T14:42:34Z,2025-05-19T13:53:52Z,111,6,"Adds dynamic field selection for HiBob search_for_employees report across multiple layers (API, feeder, multi_runner, loader, utils) with non-trivial tree-building and flattening logic for nested fields, plus propagation of additional_columns through the entire pipeline; moderate orchestration and mapping complexity but follows existing patterns."
https://github.com/RiveryIO/rivery_back/pull/11466,2,OmerBor,2025-05-20,Core,2025-05-20T14:04:37Z,2025-05-20T12:46:29Z,9,9,"Simple key renaming fix across validation logic and tests; swaps TARGET_DATABASE/TARGET_SCHEMA with CATALOG/TARGET_DATABASE to correct field mappings, affecting only 3 files with straightforward substitutions and no new logic."
https://github.com/RiveryIO/rivery_back/pull/11467,1,bharat-boomi,2025-05-20,Ninja,2025-05-20T14:07:20Z,2025-05-20T13:55:28Z,1,1,"Single-line dependency version bump in requirements.txt from 0.26.222 to 0.26.228; no code changes, logic, or tests involved."
https://github.com/RiveryIO/rivery_back/pull/11468,1,RonKlar90,2025-05-20,Integration,2025-05-20T14:16:23Z,2025-05-20T14:08:03Z,1,1,Single-line dependency version bump in requirements.txt from 0.26.222 to 0.26.228; trivial change with no code logic or structural modifications.
https://github.com/RiveryIO/rivery_back/pull/11469,2,OmerBor,2025-05-20,Core,2025-05-20T16:06:09Z,2025-05-20T14:08:07Z,9,9,"Simple refactoring to rename field constants from TARGET_SCHEMA/TARGET_DATABASE to CATALOG/TARGET_DATABASE across 3 files; straightforward find-and-replace with no logic changes, just constant renaming in validation code and tests."
https://github.com/RiveryIO/rivery_back/pull/11454,7,bharat-boomi,2025-05-21,Ninja,2025-05-21T07:19:44Z,2025-05-15T14:17:53Z,218,52,"Implements streaming-based memory optimization for large API responses, introducing file-based chunked read/write with XML parsing, refactoring multiple methods to support streaming vs in-memory modes, adding configurable chunk sizes, and comprehensive test coverage including mocked streaming scenarios; involves non-trivial control flow changes across request handling, data processing, and error handling paths."
https://github.com/RiveryIO/rivery_back/pull/11470,6,OmerBor,2025-05-21,Core,2025-05-21T07:29:38Z,2025-05-21T07:22:57Z,218,52,"Introduces streaming data handling for large API responses with file-based chunking, refactors response handling logic across multiple methods, adds new dependencies and utilities, and includes comprehensive test coverage; moderate complexity from orchestrating streaming I/O, XML parsing, and maintaining backward compatibility with existing non-streaming flows."
https://github.com/RiveryIO/rivery_back/pull/11472,2,OmerBor,2025-05-21,Core,2025-05-21T08:53:11Z,2025-05-21T08:18:39Z,5,4,"Simple default value changes in a single Python file: renamed one constant, added another, and updated three lines to use new defaults or add fallback logic with 'or' operators; minimal logic change, no new abstractions or tests."
https://github.com/RiveryIO/rivery_back/pull/11473,2,bharat-boomi,2025-05-21,Ninja,2025-05-21T09:03:30Z,2025-05-21T08:32:40Z,9,8,"Refactors method calls to use explicit keyword arguments instead of positional arguments across a single file; purely mechanical change with no logic modifications, minimal testing effort."
https://github.com/RiveryIO/rivery_back/pull/11476,2,bharat-boomi,2025-05-21,Ninja,2025-05-21T09:43:33Z,2025-05-21T09:36:38Z,12,6,Localized change in a single Python file adding an optional parameter `is_get_mapping` to six method calls; straightforward parameter threading with no new logic or control flow changes.
https://github.com/RiveryIO/rivery_back/pull/11474,3,RonKlar90,2025-05-21,Integration,2025-05-21T09:48:20Z,2025-05-21T09:04:20Z,20,12,"Refactoring method calls to use explicit keyword arguments and updating default constants across two API files; changes are localized, straightforward parameter standardization with no new logic or complex workflows."
https://github.com/RiveryIO/rivery_back/pull/11477,1,OmerBor,2025-05-21,Core,2025-05-21T13:18:39Z,2025-05-21T13:09:28Z,1,1,Single-line dependency version bump in requirements.txt from 0.26.228 to 0.26.229; trivial change with no code logic or structural modifications.
https://github.com/RiveryIO/rivery_back/pull/11478,1,OmerBor,2025-05-21,Core,2025-05-21T13:36:37Z,2025-05-21T13:19:32Z,1,1,Single-line dependency version bump in requirements.txt from 0.26.228 to 0.26.229; trivial change with no code logic or structural modifications.
https://github.com/RiveryIO/rivery_back/pull/11481,1,OmerBor,2025-05-22,Core,2025-05-22T06:41:16Z,2025-05-22T06:28:23Z,1,1,"Single-line dependency version bump in requirements.txt from 0.26.229 to 0.26.230; no code changes, logic, or tests involved."
https://github.com/RiveryIO/rivery_back/pull/11482,1,OmerBor,2025-05-22,Core,2025-05-22T06:52:07Z,2025-05-22T06:41:46Z,1,1,Single-line dependency version bump in requirements.txt from 0.26.229 to 0.26.230; trivial change with no code logic or structural modifications.
https://github.com/RiveryIO/rivery_back/pull/11483,2,aaronabv,2025-05-22,CDC,2025-05-22T10:46:08Z,2025-05-22T10:38:21Z,0,37,"Simple deletion of a single static helper function and its call site in one file; no logic replacement or refactoring, just removal of error message cleanup code."
https://github.com/RiveryIO/rivery_back/pull/11464,3,OmerBor,2025-05-26,Core,2025-05-26T06:27:20Z,2025-05-20T12:32:25Z,23,8,"Localized bugfix across 5 Python files: adds basename matching to filename template logic (simple fnmatch addition), threads header config through FTP/SFTP processes, and includes straightforward parametrized tests; minimal logic changes with clear intent."
https://github.com/RiveryIO/rivery_back/pull/11443,2,mayanks-Boomi,2025-05-26,Ninja,2025-05-26T09:22:40Z,2025-05-13T13:17:57Z,4,4,"Simple bugfix converting datetime objects to date objects in two lines of production code, plus corresponding test adjustment; localized change with straightforward logic."
https://github.com/RiveryIO/rivery_back/pull/11486,2,bharat-boomi,2025-05-26,Ninja,2025-05-26T10:45:16Z,2025-05-26T09:39:13Z,9,7,"Minor logging and formatting fixes in a single file: adds a conditional check before logging success, removes sensitive headers from log output, reformats tuple unpacking, and adds raw string prefix to regex; all straightforward changes with no new logic or tests."
https://github.com/RiveryIO/rivery_back/pull/11484,4,RonKlar90,2025-05-26,Integration,2025-05-26T11:53:04Z,2025-05-25T21:04:43Z,36,19,"Multiple localized fixes across 6 Python files: adds header parameter threading through FTP/SFTP processes, fixes date handling in incremental loads, improves filename matching with basename fallback, adds conditional logging, and includes focused unit tests; straightforward changes following existing patterns with modest scope."
https://github.com/RiveryIO/rivery_back/pull/11459,6,bharat-boomi,2025-05-26,Ninja,2025-05-26T12:56:17Z,2025-05-19T06:35:46Z,123,46,"Refactors AppsFlyer API data handling from in-memory CSV parsing to chunked file streaming across two files; involves replacing core data flow logic with new streaming utilities, managing temporary files, adjusting iteration patterns (yield from), and adding comprehensive parametrized tests covering multiple scenarios including error cases."
https://github.com/RiveryIO/rivery_back/pull/11453,3,vs1328,2025-05-27,Ninja,2025-05-27T06:17:42Z,2025-05-15T07:19:06Z,3,1,"Single-file, localized bugfix adding one conditional check (average record size calculation) to an existing heuristic function; straightforward arithmetic logic with clear intent, minimal scope."
https://github.com/RiveryIO/rivery_back/pull/11488,2,sigalikanevsky,2025-05-27,CDC,2025-05-27T06:18:48Z,2025-05-26T11:58:33Z,1,1,Single-line bugfix replacing forward slashes with underscores in GCS file path to prevent directory creation issues; localized change with clear intent and minimal logic.
https://github.com/RiveryIO/rivery_back/pull/11492,3,bharat-boomi,2025-05-27,Ninja,2025-05-27T12:55:40Z,2025-05-27T10:10:14Z,81,9,"Localized bugfix adding error handling for empty QuickBooks API responses: changes exception type from External to Internal, adds try-except block in yield_data to return empty list, introduces new error code, and includes focused test with fixture; straightforward defensive programming with minimal logic changes."
https://github.com/RiveryIO/rivery_back/pull/11485,5,Lizkhrapov,2025-05-27,Integration,2025-05-27T14:16:03Z,2025-05-26T09:26:54Z,101,12,"Adds field-skipping logic and column-merging across multiple modules (API, feeder, loader, utils) with new helper function, error handling, and comprehensive test coverage; moderate orchestration and data-flow changes but follows existing patterns."
https://github.com/RiveryIO/rivery_back/pull/11496,3,sigalikanevsky,2025-05-28,CDC,2025-05-28T09:27:19Z,2025-05-28T07:12:38Z,7,1,"Localized bugfix adding OAuth2 authentication handling to Snowflake connection logic; adds conditional branch to parse credentials and initialize OAuth parameters, plus necessary import; straightforward change in single file with clear logic flow."
https://github.com/RiveryIO/rivery_back/pull/11491,3,aaronabv,2025-05-28,CDC,2025-05-28T10:05:59Z,2025-05-27T06:25:17Z,4,2,Two localized changes: a simple string replacement to sanitize file paths and an added conditional check for average record size; straightforward logic with minimal scope and no new abstractions.
https://github.com/RiveryIO/rivery_back/pull/11489,6,RonKlar90,2025-05-28,Integration,2025-05-28T10:11:47Z,2025-05-26T12:08:22Z,313,80,"Moderate complexity: refactors AppsFlyer API to use file streaming with chunked reads/writes, adds error handling and warnings across multiple APIs (AppsFlyer, AppStore, HiBob, QuickBooks), introduces column merging logic, and includes comprehensive test coverage; involves multiple modules with non-trivial control flow changes but follows existing patterns."
https://github.com/RiveryIO/rivery_back/pull/11456,5,sigalikanevsky,2025-05-28,CDC,2025-05-28T12:29:26Z,2025-05-18T10:38:12Z,98,2,"Adds custom incremental column handling with type-based CAST logic across multiple database types; involves new helper function with conditional logic, two new mapping dictionaries for 8 DB types, integration into existing feeder flow, and comprehensive parameterized tests covering multiple scenarios and edge cases."
https://github.com/RiveryIO/rivery_back/pull/11501,1,OmerBor,2025-05-29,Core,2025-05-29T15:01:51Z,2025-05-29T15:01:39Z,4,4,"Simple revert of a previous change affecting two lines in production code and two lines in tests, removing .date() calls and adjusting test fixtures back to datetime.date; minimal logic and scope."
https://github.com/RiveryIO/rivery_back/pull/11502,2,RonKlar90,2025-05-30,Integration,2025-05-30T19:25:06Z,2025-05-30T18:53:08Z,8,7,"Minor refactoring in a single Python file changing boolean default handling from `.get(key, False)` to `.get(key) or False` and one exception handling change from `raise` to `continue`; localized, straightforward logic adjustments with no new features or architectural changes."
https://github.com/RiveryIO/rivery_back/pull/11490,2,mayanks-Boomi,2025-06-01,Ninja,2025-06-01T09:39:26Z,2025-05-26T12:35:54Z,1,1,Single-line API version constant change from v17 to v19 in one file; trivial code change though may require validation that existing integrations work with the new API version.
https://github.com/RiveryIO/rivery_back/pull/11504,1,OmerBor,2025-06-03,Core,2025-06-03T05:30:36Z,2025-06-01T09:40:16Z,1,1,Single-line API version constant update from v17 to v19 in one file; trivial change with no logic modifications.
https://github.com/RiveryIO/rivery-api-service/pull/2265,6,Inara-Rivery,2025-06-03,FullStack,2025-06-03T06:14:01Z,2025-05-29T07:40:46Z,480,50,"Implements update logic for existing Boomi accounts with subscription metadata handling, user account status patching, and comprehensive test coverage across multiple modules; moderate orchestration of account/user services with datetime calculations and error handling, but follows established patterns."
https://github.com/RiveryIO/rivery-orchestrator-service/pull/282,1,aaronabv,2025-06-03,CDC,2025-06-03T06:29:31Z,2025-06-03T06:25:51Z,4,4,"Trivial change updating default memory resource values in two Kubernetes YAML templates; no logic or structural changes, just parameter adjustments."
https://github.com/RiveryIO/internal-utils/pull/25,2,OhadPerryBoomi,2025-06-03,Core,2025-06-03T07:04:15Z,2025-05-29T07:27:45Z,11,2,"Trivial change updating a single import path from rivery_aws to rivery_commons.sessions.aws, changing a hardcoded Windows path to Linux, and adding documentation comments; no logic changes."
https://github.com/RiveryIO/rivery_back/pull/11506,3,Lizkhrapov,2025-06-03,Integration,2025-06-03T09:24:01Z,2025-06-03T05:59:19Z,49,14,"Straightforward parameter threading across three similar feeder/worker pairs plus test update; adds two new config fields (additional_columns, compare_columns_by) extracted from task_def and passed through activity dictionaries without new logic or transformations."
https://github.com/RiveryIO/rivery-db-service/pull/555,3,Inara-Rivery,2025-06-03,FullStack,2025-06-03T10:51:16Z,2025-05-29T12:00:18Z,9,7,Localized bugfix adding a conditional check to set trial-specific fields only when plan is 'trial'; straightforward logic change in one mutation method plus corresponding test updates.
https://github.com/RiveryIO/rivery-connector-framework/pull/226,5,hadasdd,2025-06-03,Core,2025-06-03T11:15:15Z,2025-06-01T06:28:53Z,60,3,"Adds non-trivial JSON parsing and extraction logic with multiple helper methods handling various data types (str/list/dict), includes error handling for invalid JSON, and modifies existing variable fetching flow; moderate conceptual complexity in handling different JSON structures and edge cases but localized to one file."
https://github.com/RiveryIO/rivery-llm-service/pull/150,1,ghost,2025-06-03,Bots,2025-06-03T11:18:15Z,2025-06-03T11:16:03Z,1,1,Single-line dependency version bump from 0.6.4 to 0.6.5 in requirements.txt with no accompanying code changes; trivial change requiring minimal effort.
https://github.com/RiveryIO/rivery-connector-executor/pull/159,1,ghost,2025-06-03,Bots,2025-06-03T11:18:56Z,2025-06-03T11:15:54Z,1,1,"Single-line dependency version bump in requirements.txt from 0.6.4 to 0.6.5; no code changes, logic, or tests involved."
https://github.com/RiveryIO/rivery_back/pull/11507,3,Lizkhrapov,2025-06-03,Integration,2025-06-03T11:29:38Z,2025-06-03T10:38:41Z,49,14,"Straightforward parameter threading: extracts two new fields from task_def and passes them through multiple activity dictionaries across three feeder files and three worker files, plus updates one test assertion; purely additive with no logic changes."
https://github.com/RiveryIO/rivery_back/pull/11508,3,sigalikanevsky,2025-06-03,CDC,2025-06-03T11:36:46Z,2025-06-03T11:23:31Z,5,3,"Localized bugfix adding run_id to GCS file path construction in BigQuery RDBMS integration; involves importing RUN_ID constant, passing it through connection params, and updating path formatting in two related files with straightforward logic changes."
https://github.com/RiveryIO/terraform-customers-vpn/pull/105,2,devops-rivery,2025-06-03,Devops,2025-06-03T12:33:56Z,2025-06-03T12:31:58Z,24,0,"Single new Terraform config file instantiating an existing module with straightforward parameter values for a new customer; no logic changes, just declarative infrastructure-as-code configuration following an established pattern."
https://github.com/RiveryIO/rivery_back/pull/11479,3,Lizkhrapov,2025-06-03,Integration,2025-06-03T12:36:26Z,2025-05-21T16:10:28Z,115,69,Straightforward parameter plumbing across 8 feeder/worker files; extracts two new fields from task_def and passes them through activity dictionaries to downstream processes with no new logic or control flow.
https://github.com/RiveryIO/tracehunter/pull/1,6,orhss,2025-06-03,Core,2025-06-03T12:48:28Z,2025-06-03T12:47:49Z,261,6,"Implements a new GitHub integration endpoint with MCP client orchestration, URL parsing, AST-based function extraction, and Docker transport setup; moderate scope across 4 files with non-trivial logic for parsing, extraction, and async client handling, but follows established patterns."
https://github.com/RiveryIO/rivery_back/pull/11498,3,Lizkhrapov,2025-06-03,Integration,2025-06-03T12:48:54Z,2025-05-29T07:15:44Z,9,0,Adds a simple property to enable encoding conversion for SFTP files and a conditional call to an existing encoding conversion method; localized change in two files with straightforward logic and no new complex workflows.
https://github.com/RiveryIO/tracehunter/pull/2,1,orhss,2025-06-03,Core,2025-06-03T12:52:03Z,2025-06-03T12:51:44Z,1,1,Single-character change adding a leading slash to an API route path; trivial localized modification with no logic or structural impact.
https://github.com/RiveryIO/tracehunter/pull/3,1,orhss,2025-06-03,Core,2025-06-03T12:59:58Z,2025-06-03T12:59:47Z,1,1,Trivial change removing a single parameter from a function call; minimal logic impact and no structural changes.
https://github.com/RiveryIO/tracehunter/pull/4,1,orhss,2025-06-03,Core,2025-06-03T13:01:48Z,2025-06-03T13:01:39Z,0,2,Removes two debug print statements from a single function in one file; trivial cleanup with no logic changes.
https://github.com/RiveryIO/rivery_back/pull/11510,3,Lizkhrapov,2025-06-03,Integration,2025-06-03T13:12:20Z,2025-06-03T12:55:36Z,124,69,"Adds two new parameters (additional_columns, compare_columns_by) across multiple feeder and worker files, plus a small encoding fix in SFTP processor; changes are repetitive and localized with straightforward parameter passing."
https://github.com/RiveryIO/rivery_back/pull/11511,2,sigalikanevsky,2025-06-03,CDC,2025-06-03T14:24:00Z,2025-06-03T14:08:10Z,5,3,"Simple bugfix adding run_id parameter to GCS file path construction across two files; involves importing a constant, storing it in an instance variable, and including it in a path string—straightforward and localized change with minimal logic."
https://github.com/RiveryIO/rivery-baymax/pull/1,6,vs1328,2025-06-03,Ninja,2025-06-03T17:58:52Z,2025-06-03T17:58:35Z,13834,35,"Implements a multi-armed bandit SDK for chunk size optimization with multiple algorithm variants (epsilon-greedy, UCB, Thompson sampling, softmax), contextual bandits, training/tuning infrastructure, and comprehensive test/data generation utilities across 7 Python modules; moderate algorithmic sophistication with extensive configuration and evaluation logic, though follows established RL patterns."
https://github.com/RiveryIO/rivery-api-service/pull/2264,3,Morzus90,2025-06-04,FullStack,2025-06-04T07:07:07Z,2025-05-28T12:35:37Z,32,24,"Localized bugfix adding a single field (last_sync_version) to MSSQL schema and helper logic, removing dead CDC/change-tracking code, and updating test expectations; straightforward field addition with minimal logic changes."
https://github.com/RiveryIO/kubernetes/pull/831,4,EdenReuveniRivery,2025-06-04,Devops,2025-06-04T08:41:59Z,2025-05-13T10:34:33Z,2188,69,"Adds Kubernetes manifests for two QA environments (qa1/qa2) across multiple microservices; mostly repetitive configuration files (deployments, services, configmaps, secrets) with environment-specific values and resource limits, plus updates to ArgoCD app definitions changing targetRevision from branch to HEAD; straightforward infra setup with pattern-based duplication rather than complex logic."
https://github.com/RiveryIO/rivery_back/pull/11461,6,pocha-vijaymohanreddy,2025-06-04,Ninja,2025-06-04T09:53:39Z,2025-05-19T11:51:42Z,255,77,"Implements dynamic chunk size calculation for MongoDB data extraction and column mapping across multiple modules (apis, feeders, utils, globals) with new logic for memory-based sizing, enum-based type selection, fallback handling, and comprehensive test coverage; moderate complexity due to cross-module coordination and multiple decision paths but follows existing patterns."
https://github.com/RiveryIO/kubernetes/pull/878,1,kubernetes-repo-update-bot[bot],2025-06-04,Bots,2025-06-04T10:36:30Z,2025-06-04T10:36:29Z,1,1,"Trivial single-line version bump in a dev environment config file; changes one Docker image version string with no logic, code, or structural changes."
https://github.com/RiveryIO/rivery-baymax/pull/2,3,vs1328,2025-06-04,Ninja,2025-06-04T17:59:47Z,2025-06-04T17:59:40Z,151,0,"Single new file creating a straightforward FastAPI wrapper around an existing ChunkSizeOptimizer with three simple endpoints (health, recommend, update), basic Pydantic models for validation, and standard error handling; minimal business logic beyond parameter passing."
https://github.com/RiveryIO/rivery_back/pull/11517,3,OmerBor,2025-06-05,Core,2025-06-05T06:05:31Z,2025-06-05T05:41:02Z,7,10,"Localized bugfix in Databricks validation logic: changes method signature to Optional, removes error for missing catalog (allowing default), adjusts error messages conditionally, and updates one test; straightforward logic changes in two files with clear intent."
https://github.com/RiveryIO/rivery_back/pull/11518,3,OmerBor,2025-06-05,Core,2025-06-05T06:12:18Z,2025-06-05T06:07:04Z,7,10,"Localized change to allow optional catalog selection in Databricks validation; removes error-raising for missing catalog, adjusts return type to Optional[str], updates error messages and test to reflect new behavior; straightforward logic modification in two files."
https://github.com/RiveryIO/rivery_front/pull/2753,3,Morzus90,2025-06-05,FullStack,2025-06-05T07:39:39Z,2025-05-14T12:31:24Z,38430,8,Localized UI change in a single HTML template adding a toggle between dynamic and manual batch size modes with conditional rendering and basic validation; straightforward AngularJS template logic with no backend changes.
https://github.com/RiveryIO/rivery-terraform/pull/316,3,EdenReuveniRivery,2025-06-05,Devops,2025-06-05T07:40:14Z,2025-06-05T07:02:54Z,148,0,"Three new Terragrunt configuration files for provisioning EC2 infrastructure (key pair, security group, EC2 instance) using existing modules; straightforward declarative config with dependencies and standard AWS resource inputs, minimal custom logic."
https://github.com/RiveryIO/rivery-api-service/pull/2267,3,orhss,2025-06-05,Core,2025-06-05T07:50:05Z,2025-06-04T14:30:11Z,21,17,"Straightforward schema refactor replacing one field (chat_message) with two new fields (doc_url, report) in a Pydantic model, updating the corresponding request builder, and adjusting test fixtures accordingly; localized changes with no complex logic or algorithms."
https://github.com/RiveryIO/rivery-db-service/pull/556,3,Inara-Rivery,2025-06-05,FullStack,2025-06-05T07:50:41Z,2025-06-04T11:37:42Z,9,6,"Localized feature adding a single boolean flag (boomi_sso_account) to account settings with straightforward conditional logic based on boomi_account_id presence, plus minor IS_ACTIVE logic adjustment and corresponding test update; simple and contained change."
https://github.com/RiveryIO/rivery_back/pull/11520,6,pocha-vijaymohanreddy,2025-06-05,Ninja,2025-06-05T09:41:50Z,2025-06-05T09:24:53Z,255,77,"Refactors MongoDB chunk size logic across multiple modules (APIs, feeders, utils, tests) by introducing dynamic vs manual chunk size types with new calculation methods, validation logic, and comprehensive test coverage; moderate complexity due to cross-module changes and non-trivial business logic for memory-based chunk sizing, but follows existing patterns."
https://github.com/RiveryIO/kubernetes/pull/879,2,OhadPerryBoomi,2025-06-05,Core,2025-06-05T10:30:42Z,2025-06-04T10:54:37Z,3,2,Trivial configuration change: commenting out a single environment variable (METRIC_URL) in a Kubernetes deployment YAML to disable metric sending; no logic changes or testing required.
https://github.com/RiveryIO/SimplePredefined/pull/24,7,Lizkhrapov,2025-06-05,Integration,2025-06-05T20:17:37Z,2025-06-05T20:04:52Z,776,0,"Implements a comprehensive ETL/migration script with intricate logic for copying rivers, tasks, connections, and files across environments; handles multiple datasource types, recursive logic steps, credential encryption/decryption, SQL query transformations, and cross-environment orchestration with numerous edge cases and state management."
https://github.com/RiveryIO/rivery_back/pull/11497,3,OmerMordechai1,2025-06-08,Integration,2025-06-08T06:29:08Z,2025-05-29T04:49:18Z,6,3,"Localized bugfix in a single Python file adding a guard clause to handle empty reports, preventing appending/yielding null file paths; straightforward conditional logic with minimal scope."
https://github.com/RiveryIO/kubernetes/pull/880,2,OhadPerryBoomi,2025-06-08,Core,2025-06-08T07:45:54Z,2025-06-05T11:16:40Z,6,4,Commenting out a single environment variable (METRIC_URL) in two deployment YAML files to disable metric service calls; trivial configuration change with no logic or code modifications.
https://github.com/RiveryIO/react_rivery/pull/2213,1,Inara-Rivery,2025-06-08,FullStack,2025-06-08T08:44:15Z,2025-06-05T13:28:14Z,3,0,"Trivial fix adding a single placement prop to a tooltip component in one file; no logic changes, just a UI positioning adjustment."
https://github.com/RiveryIO/rivery_back/pull/11522,3,OmerBor,2025-06-08,Core,2025-06-08T08:45:58Z,2025-06-08T06:36:37Z,6,3,"Localized bugfix in a single Python file adding a guard clause to handle empty reports, preventing appending/yielding null file paths; straightforward conditional logic with minimal scope."
